city,time,title,km,排量,变速箱,origin_price,price,rule,过户次数,kg,气缸数,最大马力,oil_num
北京,2018,捷豹XJ,3.2,3,自动,96.39,55.3,国5,3,1955,6缸,340,95
昆明,2019,奔驰E级,3.2,2,自动,50.56,43.98,国6,0,1800,4缸,245,95
苏州,2013,雪佛兰,7.1,1.8,自动,14.86,4.4,国4,1,1410,4缸,147,92
宁波,2016,丰田,6.61,1.8,自动,16.26,10.84,国5,1,1405,4缸,99,92
济宁,2015,宝马5系,9.66,2,自动,49.61,26.98,国5,1,1730,4缸,184,95
厦门,2016,丰田,4.43,1.5,自动,9.31,6.8,国5,0,1550,4缸,107,92
吉林,2010,现代ix35,15.83,2,自动,21.25,6,国4,6,1550,4缸,163,92
北京,2013,宝马X3,15.33,2,自动,56.77,17.2,国4,1,1845,4缸,184,95
南京,2020,长城,1.96,2,自动,19.52,18,国6,1,1550,4缸,190,92
连云,2019,大众,5.46,1.6,自动,15.28,10,国5,1,1340,4缸,110,92
德阳,2012,牧马人,13.75,3.6,自动,55.35,26.5,国4,1,1921,6缸,284,92
常州,2018,宝马1系,2.34,1.5,自动,24.51,16.7,国5,1,1380,3缸,136,95
潍坊,2013,雪佛兰,7.62,1.6,手动,13.01,3.6,国4,1,1360,4缸,121,92
长沙,2013,雪佛兰,7.6,1.4,手动,7.21,2.2,国4,0,1092,4缸,103,92
温州,2017,本田,1.66,2,自动,30.37,21.98,国5,1,1803,4缸,272,92
天津,2018,大众,4.96,1.6,自动,15.28,10,国5,0,1330,4缸,110,92
重庆,2018,哈弗H4,3.12,1.5,自动,12.59,8.88,国5,0,1550,4缸,169,92
广州,2016,北汽幻速S3,4.46,1.5,手动,6.82,2.8,国5,0,1335,4缸,113,92
上海,2011,英菲尼迪FX系列,10.78,3.5,自动,89.23,24.98,国4,1,2002,6缸,332,95
哈尔,2017,别克,2.24,1.5,自动,20.17,12.98,国5,0,1430,4缸,170,92
扬州,2011,铃木,9.99,1.6,自动,12.9,3.88,国4,2,1206,4缸,109,92
成都,2018,五菱宏光,3.29,1.2,手动,4.65,3.18,国5,0,1550,4缸,82,92
郑州,2012,江淮,2.05,1.5,手动,7.69,2.5,国4,1,1325,4缸,113,92
北京,2016,雷诺,4.41,2,自动,23.86,10.6,国5,1,1561,4缸,150,92
太原,2013,福特,9.28,1.6,自动,23.64,7.3,国4,0,1592,4缸,177,92
平顶,2014,日产,5.46,1.6,自动,12.52,7.78,国4,1,1211,4缸,126,92
郑州,2012,丰田,14.29,2.7,自动,32.43,16.98,国4,0,1855,4缸,188,92
台州,2013,别克,10.22,1.5,自动,11.06,3.88,国4,0,1230,4缸,113,92
青岛,2014,现代,6.8,1.8,自动,16.26,7.88,国5,0,1421,4缸,143,92
东莞,2008,日产,14.62,1.6,自动,13.76,3.38,国三,1,1175,4缸,109,92
佛山,2012,福特,10.14,2,自动,34.39,13.8,国4,1,1959,4缸,243,92
潍坊,2014,吉利,4.02,1.3,手动,9.2,3.58,国4,0,1322,4缸,133,92
杭州,2016,现代,4.75,1.8,自动,16.26,9.2,国5,0,1421,4缸,143,92
太原,2016,雪佛兰,10.79,2,自动,19.53,8.9,国5,0,1535,4缸,154,92
唐山,2019,日产,5.31,2.5,自动,29.45,19.5,国5,0,1696,4缸,186,92
常州,2016,保时捷,5.17,3,自动,118.1,78.5,国5,2,1550,6缸,333,95
重庆,2017,雷克萨斯IS,3.44,2,自动,36.69,27.88,国5,0,1650,4缸,245,95
苏州,2016,斯柯达,5.17,1.8,自动,23.86,12.68,国5,0,1495,4缸,180,95
济南,2014,别克GL8,11.99,2.4,自动,22.69,8.5,国5,1,1840,4缸,167,92
哈尔,2019,宝马3系,1.95,2,自动,36.88,26.28,国4,0,1695,4缸,184,95
武汉,2013,雪佛兰,5.03,1.6,自动,19.74,6.28,国4,0,1580,4缸,184,92
济南,2018,奥迪Q5,6.7,2,自动,45.99,27.5,国5,1,1900,4缸,230,95
济南,2015,奔驰C级,4.69,2,自动,40.05,23.6,国5,0,1650,4缸,184,95
太原,2012,大众,12.72,1.6,手动,15.07,4.88,国4,0,1290,4缸,105,92
吉林,2015,大众,7.67,1.6,自动,16.37,8.2,国4,0,1330,4缸,110,92
惠州,2019,雪佛兰,1.25,1.3,自动,12.47,7.28,国6,0,1265,3缸,163,92
上海,2019,奥迪A5,0.24,2,自动,46.54,36.5,国5,1,1590,4缸,252,95
新乡,2012,大众,9.9,1.6,自动,13,4.2,国4,0,1305,4缸,105,92
唐山,2012,宝马3系,6.44,2,自动,42.2,9.9,国4,0,1475,4缸,152,95
大连,2015,本田XR1550V,2.36,1.5,自动,14.96,9.6,国5,0,1205,4缸,131,92
新乡,2019,日产,1.93,2,自动,21.63,16.5,国6,1,1508,4缸,154,92
金华,2014,宝马X3,6.43,2,自动,54.49,26.8,国5,0,1860,4缸,184,95
烟台,2013,雪佛兰,8.27,1.8,自动,14.86,5.3,国4,1,1410,4缸,147,92
苏州,2019,起亚,1.37,1.4,自动,8.66,6.58,国5,0,1100,4缸,100,92
成都,2018,奔驰C级,6.56,2,自动,38.08,26.3,国5,3,1550,4缸,184,95
贵阳,2017,名爵ZS,4.19,1.5,自动,10.83,6.48,国5,0,1258,4缸,120,92
合肥,2018,宝马5系,8.18,2,自动,53.94,37.98,国5,1,1770,4缸,252,95
济南,2015,丰田,5.54,2,自动,32,24.98,国5,3,2070,4缸,220,95
长沙,2015,大众,6.77,1.4,手动,10.72,4.38,国4,1,1100,4缸,90,92
佛山,2016,日产,10.02,1.6,自动,12.19,7.06,国5,1,1200,4缸,117,92
深圳,2015,林肯MKX,6.22,2,自动,48.82,22.26,国5,0,1931,4缸,253,92
宁波,2014,宝马5系,13.73,2,自动,50.65,28.5,国4,3,1760,4缸,218,95
无锡,2012,马自达,5.7,2,自动,19.19,6.88,国4,0,1459,4缸,147,92
广州,2019,本田,0.01,1,自动,11.92,9.38,国6,0,1281,3缸,122,92
北京,2014,奥迪A8L,14.8,3,自动,110.94,45.08,国4,0,2000,6缸,290,95
昆明,2019,宝马X1,1.91,2,自动,33.63,24.5,国6,0,1619,4缸,192,95
上海,2010,奔驰C级,7.4,1.8,自动,42.88,8.66,国4,1,1505,4缸,184,95
长沙,2017,起亚K5,2.95,2,自动,19.08,11.68,国5,0,1501,4缸,161,92
扬州,2017,马自达,1.82,1.5,自动,13.45,9.2,国5,1,1550,4缸,117,92
潍坊,2013,别克,8.7,1.6,自动,16.58,6.38,国5,2,1410,4缸,121,92
西安,2016,日产,4.12,1.6,自动,14.65,8.68,国5,0,1236,4缸,126,92
成都,2018,五菱宏光,2.91,1.2,手动,4.65,3.5,国5,0,1550,4缸,82,92
德阳,2016,雪铁龙,5.43,1.6,自动,13,5.71,国4,1,1350,4缸,117,92
惠州,2018,本田,1.01,1.5,自动,8.88,8.18,国5,1,1073,4缸,131,92
金华,2018,宝马3系,4.37,2,自动,39.82,26.8,国5,2,1550,4缸,184,95
郑州,2018,大众,4.42,1.8,自动,25.5,17.58,国5,1,1540,4缸,180,95
苏州,2016,哈弗H2,5.58,1.5,自动,12.68,5.68,国5,1,1550,4缸,150,92
苏州,2016,大众POLO,2.91,1.6,自动,12.8,7.08,国5,0,1135,4缸,110,92
温州,2017,本田,5.66,1.5,自动,28.63,20.8,国5,1,1764,4缸,193,92
昆明,2017,丰田,3.79,1.5,自动,9.53,6.68,国5,1,1090,4缸,107,92
苏州,2012,起亚K2,12.74,1.4,手动,8.46,3.5,国4,0,1039,4缸,107,92
武汉,2017,宝马1系,6.7,1.5,自动,22.23,12.98,国5,0,1550,3缸,136,95
郑州,2017,斯巴鲁BRZ,2.59,2,手动,29.72,26.88,国5,2,1253,4缸,200,95
东莞,2017,吉利,6.28,1.5,自动,7.15,5.18,国5,0,1206,4缸,102,92
沈阳,2018,哈弗H6,3.41,1.5,自动,12.92,8.5,国5,0,1580,4缸,150,92
上海,2017,马自达,3.26,2.5,自动,21.69,14.58,国5,1,1484,4缸,192,92
长沙,2014,标致308,4.88,1.6,手动,12.36,4.87,国5,0,1325,4缸,117,92
昆明,2016,本田,2.76,2.4,自动,31.78,29.2,国6,1,1920,4缸,186,92
青岛,2015,福特,6.12,1.6,自动,13.55,6.17,国4,1,1336,4缸,125,92
西安,2019,大众,2.56,2,自动,23.65,19.6,国6,1,1575,4缸,186,95
重庆,2009,大众POLO,12.48,1.6,手动,10.59,2.28,国4,0,1155,4缸,105,92
重庆,2014,奔驰E级,14.44,1.8,自动,57.86,21.68,国5,1,1550,4缸,204,95
南昌,2015,福特,5.14,1.5,自动,13,6,国5,0,1300,4缸,113,92
潍坊,2010,别克,8.13,2,自动,22.13,5.35,国4,3,1555,4缸,147,92
东莞,2018,吉利,4.58,1.8,自动,14.09,9,国5,0,1690,4缸,184,92
哈尔,2011,现代,5.02,1.6,自动,11.92,3.98,国4,0,1215,4缸,123,92
佛山,2014,别克,17.73,2,自动,29.3,11.98,国5,0,1800,4缸,260,95
东莞,2016,宝马X1,4.35,1.5,自动,33.22,19.2,国5,2,1550,3缸,136,95
唐山,2013,宝马X1,3.97,2,自动,30.94,13,国4,0,1580,4缸,150,95
长沙,2011,雪佛兰,5.65,1.6,自动,13.88,3.38,国4,0,1390,4缸,121,92
泰州,2019,雪佛兰,0.91,1,自动,11.93,8.58,国6,2,1230,3缸,125,92
北京,2014,别克GL8,14.8,2.4,自动,35.81,16.8,国5,0,1860,4缸,186,92
苏州,2014,奥迪A3,6.81,1.4,自动,27.01,10.88,国4,1,1340,4缸,150,95
洛阳,2012,日产NV200,7.74,1.6,手动,11.81,4.98,国4,2,1355,4缸,113,92
洛阳,2012,日产NV200,7.74,1.6,手动,11.81,4.98,国4,2,1355,4缸,113,92
驻马,2016,大众POLO,4.64,1.6,自动,11.28,6.28,国5,0,1120,4缸,110,92
重庆,2015,福特,6.12,1.5,自动,13,6.5,国5,1,1300,4缸,113,92
昆明,2013,雪佛兰,7.35,1.8,自动,14.86,4.26,国4,0,1410,4缸,147,92
苏州,2018,英菲尼迪Q50L,0.95,2,自动,32,23.38,国5,0,1711,4缸,211,95
临汾,2018,丰田,6.2,1.2,自动,13.76,9.88,国5,1,1320,4缸,116,92
东莞,2014,宝马5系,12.43,2,自动,54.23,26.8,国5,2,1760,4缸,218,95
重庆,2015,福特,10.28,1.5,自动,13,6.38,国5,0,1300,4缸,113,92
重庆,2017,长安CS75,6.37,1.5,自动,11.48,8.38,国5,1,1665,4缸,170,92
济南,2009,福特,10.07,1.5,自动,11.82,3.6,国4,1,1120,4缸,103,92
唐山,2014,现代,2.92,1.4,自动,10.08,5,国5,0,1086,4缸,107,92
成都,2011,现代,10.7,2,自动,19.53,6.38,国4,0,1460,4缸,165,92
盐城,2016,宝马3系,10.08,2,自动,35.36,18.6,国5,1,1550,4缸,184,95
天津,2013,福特,5.79,1.5,自动,13.87,5.2,国4,1,1295,4缸,110,92
昆明,2012,本田,6,1.5,自动,11.92,4.98,国5,0,1550,4缸,120,92
青岛,2015,现代ix25,5.48,1.6,自动,15.5,7.7,国5,0,1377,4缸,125,92
临汾,2019,大众,1.06,1.4,自动,19.09,13.98,国5,1,1395,4缸,150,95
成都,2010,现代,9.82,1.6,自动,11.81,3.2,国4,0,1279,4缸,123,92
石家庄,2020,传祺GM8,0.57,2,自动,28.74,23.69,国6,1,2063,4缸,252,95
石家庄,2019,红旗H7,0.31,1.8,自动,27.44,17.38,国6,1,1800,4缸,188,95
石家庄,2016,大众POLO,5.78,1.6,自动,11.28,6.99,国5,3,1120,4缸,110,92
石家庄,2020,马自达,0.27,2.5,自动,21.69,17.28,国6,2,1559,4缸,192,92
石家庄,2019,大众,1,1.5,自动,10.29,7.33,国5,1,1140,4缸,110,92
石家庄,2019,奔驰E级,1.61,2,自动,53.49,46.89,国6,1,1550,4缸,258,95
石家庄,2017,宝马3系,3.75,2,自动,34.74,22.8,国5,1,1550,4缸,184,95
石家庄,2012,比亚迪F3,11.9,1.5,手动,4.77,2.35,国5,0,1210,4缸,109,92
石家庄,2015,大众,8.69,1.4,手动,9.22,4.58,国4,3,1100,4缸,90,92
石家庄,2009,雪佛兰,12.21,1.4,手动,8.13,1.88,国4,2,1140,4缸,93,92
石家庄,2018,别克GL8,3.27,2,自动,31.47,28.8,国6,0,1878,4缸,260,95
石家庄,2019,大众,1.36,2,自动,23.76,18.6,国6,1,1645,4缸,186,95
石家庄,2019,捷达VS5,0.77,1.4,自动,12.24,11,国6,0,1355,4缸,150,95
石家庄,2011,大众,13.96,3,自动,78.15,21.8,国4,2,2202,6缸,290,95
石家庄,2015,北汽绅宝,3.92,2,自动,13,5.5,国5,2,1575,4缸,177,92
石家庄,2014,奔驰R级,9.05,3,自动,64.91,27.98,国4,2,2408,6缸,272,95
石家庄,2019,现代,0.57,1.6,自动,14.52,11.99,国6,1,1325,4缸,190,92
石家庄,2016,现代,1.66,1.4,手动,8.44,5.1,国5,0,1075,4缸,100,92
石家庄,2020,日产,2.52,1.6,自动,15.52,12.68,国6,1,1278,4缸,139,92
石家庄,2010,东南,6.92,1.5,手动,7.03,1.95,国4,0,1150,4缸,110,92
石家庄,2019,别克GL6,1.44,1.3,自动,16.92,11.38,国6,1,1500,3缸,163,92
石家庄,2018,马自达CX15504,1.2,2,自动,16.59,14.28,国6,1,1466,4缸,158,92
石家庄,2018,奥迪A4L,5.24,2,自动,33.32,22.58,国5,1,1565,4缸,190,95
石家庄,2020,奔驰A级,1.46,1.3,自动,28.74,23,国5,1,1550,4缸,163,95
石家庄,2016,丰田,6.8,2,自动,21.36,16.5,国5,0,1530,4缸,151,92
石家庄,2015,大众,6.02,1.4,自动,17.45,9,国5,0,1380,4缸,131,95
石家庄,2017,黄海N3,4.39,2.4,手动,12.14,7.3,国5,1,1965,4缸,218,92
石家庄,2018,英菲尼迪QX50,1.68,2,自动,40.36,27.8,国5,1,1830,4缸,272,95
石家庄,2018,哈弗H6,8.94,2,自动,15.41,9.6,国5,0,1550,4缸,197,92
石家庄,2019,大众,1.7,1.2,自动,15.29,11.9,国6,1,1330,4缸,116,95
石家庄,2019,红旗H5,1.15,1.8,自动,16.8,13.2,国6,1,1583,4缸,180,92
石家庄,2020,长安CS55,0.74,1.5,自动,12.47,10.3,国6,1,1480,4缸,156,92
石家庄,2019,奥迪A6L,0.98,2,自动,44.48,36.8,国6,1,1800,4缸,190,95
石家庄,2018,宝马7系,3.28,2,自动,87.71,63.8,国5,0,1830,4缸,258,95
石家庄,2013,长安,6.91,1.8,自动,14.09,4.9,国5,0,1595,4缸,177,92
石家庄,2015,大众,2.3,1.4,自动,23.53,16.8,国5,0,1386,4缸,160,95
石家庄,2018,奔驰GLA级,1.59,1.6,自动,31.35,20.9,国5,1,1490,4缸,156,95
石家庄,2019,别克,2.1,1,自动,13.99,7.58,国6,1,1240,3缸,125,92
石家庄,2016,宝马X1,6.02,1.5,自动,33.22,18,国5,1,1550,3缸,136,95
长沙,2013,雪佛兰,7.71,1.4,自动,8.23,2.98,国4,0,1095,4缸,103,92
大连,2009,起亚,9.37,2.4,自动,29.07,7.9,国4,1,1550,4缸,174,92
西安,2015,大众,3.4,1.4,自动,19.96,11.2,国5,0,1365,4缸,150,95
重庆,2019,大众,2.84,1.4,自动,22.12,15.88,国6,0,1510,4缸,150,95
大连,2012,丰田,8.56,3.5,自动,35.8,16.98,国4,3,2005,6缸,273,92
南通,2018,凯迪拉克XT5,3.63,2,自动,42.32,26.78,国5,1,1795,4缸,250,95
苏州,2017,海马M6,5.02,1.5,自动,9.86,4.3,国5,0,1435,4缸,163,92
天津,2016,奔腾B30,6.1,1.6,自动,8.99,4.55,国5,0,1270,4缸,109,92
济南,2016,宝马X1,1.86,1.5,自动,33.22,19.8,国5,1,1550,3缸,136,95
济南,2016,起亚KX5,7.29,2,自动,20.6,10.9,国5,1,1525,4缸,165,92
石家庄,2015,本田,7.26,1.8,自动,17.78,9.6,国4,0,1302,4缸,136,92
唐山,2015,大众,5.87,1.6,自动,13.56,7.3,国5,0,1550,4缸,110,92
新乡,2018,本田,3.93,1.5,自动,9.31,7.58,国5,0,1080,4缸,131,92
福州,2012,本田,11.76,2,自动,22.01,7.5,国4,2,1510,4缸,156,92
长春,2015,大众,7.87,1.4,自动,16.81,8.9,国5,1,1280,4缸,131,95
上海,2014,比亚迪,11.05,1.5,自动,22.77,4.59,国4,1,1720,4缸,154,92
苏州,2019,日产,1.31,1.6,自动,13.34,9.66,国6,0,1230,4缸,126,92
嘉兴,2010,奥迪A4L,19,2,自动,35.81,7.68,国4,1,1615,4缸,180,95
苏州,2018,凯迪拉克XTS,3.06,2,自动,34.72,20.58,国5,0,1840,4缸,269,95
嘉兴,2011,别克,9.5,2,自动,20.07,5.8,国4,0,1555,4缸,147,92
嘉兴,2011,别克,9.5,2,自动,20.07,5.8,国4,0,1555,4缸,147,92
南京,2018,荣威360,1.21,1.5,自动,9.76,5.98,国5,0,1550,4缸,116,92
济南,2018,奥迪Q5L,3.63,2,自动,44.92,33.25,国5,1,1855,4缸,190,95
济南,2015,比亚迪F3,1.59,1.5,手动,5.63,3.1,国5,0,1550,4缸,109,92
厦门,2013,福特,7.03,1,手动,13,4.45,国4,0,1290,3缸,125,92
上海,2016,日产,7.36,2,自动,18.21,10.98,国5,0,1427,4缸,150,92
重庆,2016,凯迪拉克XT5,3.53,2,自动,45.58,24.18,国5,1,1885,4缸,269,95
南宁,2018,丰田,3.55,2,自动,31.46,25.5,国5,0,1680,4缸,235,95
太原,2017,指南者,3.36,1.4,自动,19.52,11.6,国5,0,1490,4缸,165,92
上海,2012,福特,7.67,1.6,自动,15.62,5.38,国4,1,1337,4缸,125,92
青岛,2015,雷克萨斯NX,5.37,2,自动,39.95,24.3,国4,1,1700,4缸,150,92
重庆,2017,别克,7.57,1.4,自动,15.29,6.48,国5,0,1295,4缸,144,92
成都,2014,奥迪A3,5.39,1.4,自动,27.66,12.5,国5,1,1345,4缸,150,95
济南,2019,沃尔沃S60L,1.28,1.5,自动,29.51,17.5,国5,1,1550,4缸,152,95
贵阳,2015,别克,6.32,1.5,自动,9.98,5.28,国5,0,1230,4缸,113,92
洛阳,2013,大众,7.73,1.6,自动,12.95,4.8,国4,0,1170,4缸,110,92
潍坊,2020,宝马1系,0.5,1.5,自动,21.58,15.8,国6,0,1550,3缸,140,95
上海,2017,宝马3系,4.19,2,自动,35.38,22.58,国5,2,1550,4缸,184,95
保定,2017,本田,8.65,2.4,自动,28.96,22.68,国5,2,1550,4缸,186,92
重庆,2016,日产,3.44,1.6,自动,14.32,8.58,国5,1,1242,4缸,126,92
青岛,2016,丰田,3.79,1.8,自动,15.39,9.9,国5,0,1390,4缸,99,92
西安,2017,大众,6.09,1.6,自动,14.53,8.6,国5,1,1245,4缸,110,92
惠州,2017,比亚迪,6.31,1.5,自动,10.84,7.35,国5,0,1665,4缸,154,92
长春,2014,奔驰GLK级,6.71,2,自动,43.2,21.6,国5,2,1550,4缸,211,95
青岛,2015,铃木,5.73,1.3,自动,16.48,15.38,国5,1,1075,4缸,85,92
沈阳,2015,奥迪A4L,3.48,2,自动,36.14,18.3,国5,1,1600,4缸,180,95
成都,2013,大众,9.24,1.4,自动,24.84,11.58,国5,1,1550,4缸,160,95
南京,2012,福特,6.14,1.6,手动,13.01,4.48,国4,0,1282,4缸,125,92
杭州,2017,奔腾X80,3.24,2,自动,14.52,7.3,国5,2,1545,4缸,147,92
南京,2013,大众,5.41,1.6,手动,13.67,6.1,国5,2,1550,4缸,110,92
上海,2014,中华V5,7.62,1.5,自动,12.79,4.5,国5,0,1420,4缸,150,92
苏州,2019,上汽大通G50,3.35,1.5,自动,13.44,9.38,国5,0,1550,4缸,169,92
郑州,2020,奔驰C级,0.59,1.5,自动,37.64,30.28,国6,1,1550,4缸,184,95
太原,2014,现代,8.41,1.4,自动,10.08,4.8,国5,1,1086,4缸,107,92
上海,2018,奔驰C级,6.28,1.6,自动,35.15,24.5,国5,1,1550,4缸,156,95
长沙,2017,指南者,4.99,1.4,自动,18.76,10.48,国5,1,1490,4缸,165,92
青岛,2015,铃木,2.54,1.3,自动,,16.58,国5,2,1075,4缸,85,92
徐州,2011,大众CC,12.04,1.8,自动,28.63,9.08,国4,0,1535,4缸,160,95
青岛,2015,铃木,2.3,1.3,手动,15.39,14.58,国5,1,1060,4缸,85,92
上海,2015,奔驰C级,7.14,2,自动,38.4,20.4,国5,0,1650,4缸,184,95
石家庄,2013,大众,8.47,1.8,自动,30.05,11.8,国4,1,1710,4缸,160,95
郑州,2014,丰田,5.63,1.5,自动,9.53,6.25,国5,2,1045,4缸,107,92
苏州,2018,别克,1.78,1.5,自动,16.81,9.09,国5,0,1295,4缸,118,92
东莞,2018,长安CS75,1.84,1.5,自动,13,9.68,国5,0,1650,4缸,178,92
东莞,2016,奔驰C级,7.97,2,自动,38.4,25.2,国5,0,1550,4缸,184,95
呼和,2014,宝马5系,9.1,2,自动,54.23,25.6,国5,1,1760,4缸,218,95
郑州,2014,本田,4.54,1.5,自动,12.24,7.58,国5,0,1116,4缸,131,92
郑州,2017,福特,6.52,1.6,自动,13.76,6.85,国5,1,1336,4缸,125,92
天津,2011,起亚K2,7.12,1.4,自动,9.32,4.25,国4,1,1083,4缸,107,92
昆明,2014,大众POLO,5.1,1.6,自动,12.8,7.1,国5,3,1135,4缸,110,92
长沙,2018,奔驰,1.85,2,自动,37.1,30.98,国5,0,2285,4缸,211,95
沈阳,2010,别克,11.21,1.6,自动,16.58,3.88,国4,4,1410,4缸,121,92
宁波,2017,日产,6.01,2,自动,21.36,15.8,国5,1,1470,4缸,150,92
新乡,2013,丰田,6.24,1.6,自动,12.35,5.98,国4,2,1165,4缸,120,92
郑州,2017,众泰T700,4.59,1.8,自动,14.09,6.5,国5,0,1787,4缸,177,92
邯郸,2017,大众,2.78,1.2,自动,15.51,9.3,国5,1,1290,4缸,110,95
东莞,2018,奥迪A4L,8.96,2,自动,33.32,23,国5,0,1565,4缸,190,95
重庆,2018,奔驰SLC级,4.01,2,自动,55.01,38.88,国5,0,1549,4缸,211,95
惠州,2014,铃木,6.4,1.5,自动,8.12,5.8,国5,0,1075,4缸,103,92
长春,2016,宝马1系,4.85,1.5,自动,27.79,13.98,国5,0,1430,3缸,136,95
宁波,2014,大切诺基,13.07,3,自动,62.95,23.8,国4,0,2235,6缸,234,92
上海,2017,大众,1.32,1.6,自动,12.91,8.9,国5,1,1245,4缸,110,92
南京,2010,奔驰C级,10.06,1.8,自动,37.77,11.5,国4,2,1630,4缸,184,95
潍坊,2019,本田,0.78,2,自动,35.69,31.9,国6,0,1980,4缸,146,92
无锡,2015,奥迪Q5,9.38,2,自动,46.85,19.8,国5,1,1900,4缸,224,95
唐山,2016,别克,4.11,1.5,自动,26.03,14.8,国5,0,1510,4缸,170,92
大连,2015,起亚,4.95,2,自动,17.24,9.2,国5,2,1470,4缸,165,92
广州,2015,福特,3.82,1.5,自动,13,6.28,国5,0,1300,4缸,113,92
赣州,2015,雪佛兰,7.84,1.5,自动,11.93,5.3,国5,1,1360,4缸,113,92
大连,2013,雪铁龙C4L,8.39,1.8,自动,15.62,4.98,国4,2,1431,4缸,139,92
深圳,2011,日产,8.22,2,自动,21.69,7.68,国4,0,1457,4缸,136,92
新乡,2013,福特,6.58,1.8,自动,11.92,3.8,国4,4,1330,4缸,124,92
保定,2014,大众,3.89,1.8,自动,24.08,10.8,国4,0,1520,4缸,160,95
成都,2016,本田,5.16,1.5,自动,9.31,7.2,国5,0,1078,4缸,131,92
杭州,2014,起亚K3S,9.8,1.6,自动,13.55,4.89,国4,1,1296,4缸,128,92
上海,2016,日产,1.75,1.6,自动,13.34,8.58,国5,1,1224,4缸,126,92
长沙,2019,现代ix25,1.73,1.6,自动,14.79,9.48,国5,1,1387,4缸,125,92
宁波,2008,日产,6.3,1.6,自动,13.76,4.2,国4,1,1182,4缸,109,92
东莞,2019,奔驰GLC级,2.39,2,自动,45.57,40.3,国6,0,1550,4缸,211,95
长沙,2015,雷克萨斯NX,10.49,2,自动,39.95,22.5,国5,0,1700,4缸,150,92
邯郸,2019,马自达CX15505,2.56,2,自动,21.69,15.9,国6,0,1558,4缸,155,92
西安,2019,三菱,1.8,1.5,自动,16.37,11.98,国5,0,1542,4缸,170,92
上海,2014,路虎,6.25,3,自动,110.5,58.58,国5,1,1550,6缸,340,95
哈尔,2016,大众,7.88,1.8,自动,22.99,12.2,国5,1,1600,4缸,160,95
重庆,2018,宝马1系,8.38,1.5,手动,24.51,14.98,国5,1,1380,3缸,136,95
福州,2012,铃木,6.81,1.3,手动,6.6,2.68,国4,1,1040,4缸,91,92
嘉兴,2012,宝马3系,12.41,2,自动,32.54,8.7,国4,3,1465,4缸,136,95
平顶,2016,奔驰GLC级,6.07,2,自动,48.09,27.98,国5,0,1550,4缸,211,95
扬州,2014,别克GL8,12.63,2.4,自动,22.69,8.88,国5,1,1840,4缸,167,92
新乡,2018,吉利,4.37,1.8,手动,9.11,6.5,国5,0,1433,4缸,133,92
上海,2015,奔驰C级,8.34,2,自动,40.05,19.68,国5,4,1650,4缸,184,95
青岛,2011,别克,7.17,1.6,自动,12.8,3.1,国4,0,1260,4缸,110,92
北京,2010,奥迪A3,11.64,1.8,自动,33.54,7.6,国4,1,1550,4缸,160,95
青岛,2016,奥迪Q5,7.16,2,自动,46.41,23.6,国5,1,1550,4缸,224,95
哈尔,2015,本田XR1550V,1.8,1.8,自动,17.67,11.8,国4,1,1304,4缸,136,92
新乡,2019,日产,1.64,2,自动,21.63,16.5,国6,0,1508,4缸,154,92
邯郸,2014,本田,5.54,1.8,自动,15.17,8.9,国4,0,1285,4缸,141,92
昆明,2014,大众POLO,3.77,1.6,自动,11.28,6.48,国5,0,1120,4缸,110,92
嘉兴,2007,江淮,8.27,2,手动,11.92,0.98,国三,3,1645,4缸,136,92
苏州,2016,大众,6.82,1.6,自动,15.62,8.88,国5,0,1320,4缸,110,92
成都,2010,哈弗H5,11.88,2,手动,10.83,2.5,国4,0,1550,4缸,122,92
济南,2018,北京BJ20,4.1,1.5,自动,14.09,7.45,国5,1,1460,4缸,150,92
昆明,2019,别克GL6,2.1,1.3,自动,15.51,10.3,国5,1,1465,3缸,163,92
唐山,2016,日产,8.54,1.6,自动,14.32,7.4,国5,1,1242,4缸,126,92
天津,2017,别克GL8,13.24,2,自动,43.41,27.8,国5,0,1960,4缸,260,95
嘉兴,2016,起亚K3,5.55,1.6,自动,12.9,6.8,国5,0,1290,4缸,128,92
惠州,2018,丰田,3.31,2,自动,30.37,25.68,国5,0,1680,4缸,235,95
郑州,2020,奔驰B级,0.7,1.3,自动,28.2,21.38,国6,1,1439,4缸,163,95
青岛,2017,奔驰GLC级,2.77,2,自动,57.75,39.98,国5,0,1550,4缸,211,95
郑州,2019,宝马5系,2.61,2,自动,46.34,38.68,国5,2,1710,4缸,184,95
重庆,2013,大众,13.38,1.6,自动,13.93,5.98,国4,0,1310,4缸,105,92
临汾,2016,吉利,6.22,1.5,手动,8.66,3.98,国5,1,1250,4缸,109,92
德州,2009,奔驰B级,15.23,2,自动,34.63,6.6,国4,2,1345,4缸,136,95
中山,2013,起亚K3,10.78,1.6,自动,13.55,5,国4,0,1280,4缸,128,92
苏州,2012,菲亚特,13.26,1.4,自动,15.07,3.58,国4,0,1490,4缸,120,92
太原,2017,日产,6.61,1.2,手动,15.17,8.3,国5,1,1358,4缸,117,92
济南,2017,凯迪拉克ATS1550L,3.47,2,自动,29.72,18.8,国5,1,1600,4缸,279,95
上海,2014,奔驰GLK级,11.78,2,自动,43.2,21.68,国5,0,1550,4缸,211,95
郑州,2018,奔驰B级,0.85,1.6,自动,26.46,18.18,国5,1,1550,4缸,156,95
